year,precipitation,observed_boxcox_streamflow,modelled_boxcox_streamflow,gauge,streamflow_model,objective_function
1959,3006.325935,NA,106.5338379,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1960,1759.060941,NA,77.48886446,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1961,1438.296253,NA,60.67897041,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1962,1987.517187,NA,72.07602289,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1963,2719.093442,NA,98.74425271,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1964,2684.829063,NA,100.056293,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1965,2371.021248,NA,89.75359419,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1966,1517.413749,NA,63.44077657,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1967,2997.539374,96.33688284,104.4442337,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1968,1978.664999,83.08881273,83.2655849,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1969,2450.24625,86.40193682,90.32148974,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1970,2235.949067,73.57528078,86.97881897,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1971,2452.664373,106.9180677,91.79590868,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1972,2737.600308,106.753648,102.0675014,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1973,3181.075002,106.45432219999999,115.6073184,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1974,2498.894068,117.6516301,101.1845864,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1975,2930.542192,97.52565595,106.2753687,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1976,2207.670629,97.61834229,88.6423902,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1977,3698.364994,144.3084297,129.3921868,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1978,1709.828128,67.70840443,78.07460966,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1979,3381.976869,121.6653641,119.9921549,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1980,2189.905625,74.96489392,86.71018669,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1981,3079.934686,104.6035932,111.4604106,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1982,2399.774377,94.24739889,89.67428909,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1983,1870.244372,68.71256505,70.39536873,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1984,1961.898749,78.93367328,76.37537948,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1985,2576.308434,84.65478905,96.56487554,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1986,2455.919058,95.74523535,94.05447861,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1987,2115.853749,83.99674102,77.6860465,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1988,2454.960001,82.19514458,91.65893573,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1989,2824.576569,100.5575091,102.440715,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1990,2406.432842,91.24709728,90.42435866,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1991,2324.685349,92.57165396,91.75230461,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1992,1583.238129,52.41147378,64.651538,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1993,1988.011584,71.61124765,70.23972998,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1994,2006.186833,82.75123788,74.91865226,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1995,2100.118738,74.64429978,79.05154385,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1996,2542.498463,89.61749798,94.33941354,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1997,2618.139649,NA,99.31515198,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1998,2432.08595,93.91090844,94.16590717,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1999,3478.008105,117.8582017,125.073857,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
2000,3119.937562,117.2748908,118.6801339,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
2001,1944.446203,90.61842849,84.59327956,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
2002,1153.579064,51.30702665,51.82757362,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
2003,1756.368409,58.95684778,65.92826955,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
2004,2602.059614,95.83962985,94.80768928,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
2005,1817.865367,78.05376079,72.57068967,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
2006,2625.612845,103.4632963,92.84130518,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
2007,2288.600285,101.7088192,90.03141738,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
2008,2319.756577,92.80327469,93.01850208,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
2009,2194.527843,97.21176762,89.21868104,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
2010,3166.230941,111.7844938,116.2140446,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
2011,3136.689965,119.2245913,120.8932763,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
2012,1931.385296,83.28359725,84.27724812,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
2013,2171.955591,80.47168376,82.65835428,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
2014,2363.302452,97.73888156,87.70489119,113004A,streamflow_model_precip_seasonal_ratio_auto,constant_sd_objective_function
1959,3006.325935,NA,104.6586583,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1960,1759.060941,NA,74.46971477,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1961,1438.296253,NA,57.42559351,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1962,1987.517187,NA,69.38850803,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1963,2719.093442,NA,96.19058979,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1964,2684.829063,NA,98.26529982,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1965,2371.021248,NA,88.16727495,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1966,1517.413749,NA,61.14145713,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1967,2997.539374,96.33688284,102.4165962,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1968,1978.664999,83.08881273,80.72268968,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1969,2450.24625,86.40193682,88.48804932,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1970,2235.949067,73.57528078,84.90814331,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1971,2452.664373,106.9180677,90.02292383,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1972,2737.600308,106.753648,100.4464013,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1973,3181.075002,106.45432219999999,114.7927674,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1974,2498.894068,117.6516301,99.55984594,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1975,2930.542192,97.52565595,105.7039201,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1976,2207.670629,97.61834229,87.31384087,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1977,3698.364994,144.3084297,128.8816503,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1978,1709.828128,67.70840443,76.81057624,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1979,3381.976869,121.6653641,118.972679,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1980,2189.905625,74.96489392,86.51561351,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1981,3079.934686,104.6035932,110.8983059,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1982,2399.774377,94.24739889,90.09174705,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1983,1870.244372,68.71256505,70.45670091,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1984,1961.898749,78.93367328,75.02506954,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1985,2576.308434,84.65478905,95.32069203,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1986,2455.919058,95.74523535,93.50430494,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1987,2115.853749,83.99674102,78.24092722,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1988,2454.960001,82.19514458,91.253029,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1989,2824.576569,100.5575091,102.8384547,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1990,2406.432842,91.24709728,91.15886264,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1991,2324.685349,92.57165396,91.28727126,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1992,1583.238129,52.41147378,64.5977994,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1993,1988.011584,71.61124765,70.60531322,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1994,2006.186833,82.75123788,74.8957545,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1995,2100.118738,74.64429978,79.06708013,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1996,2542.498463,89.61749798,94.49688367,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1997,2618.139649,NA,99.74866928,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1998,2432.08595,93.91090844,94.82542313,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1999,3478.008105,117.8582017,126.3292496,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2000,3119.937562,117.2748908,120.4135884,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2001,1944.446203,90.61842849,85.29404937,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2002,1153.579064,51.30702665,52.24961912,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2003,1756.368409,58.95684778,66.10233914,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2004,2602.059614,95.83962985,95.45627925,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2005,1817.865367,78.05376079,73.99317799,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2006,2625.612845,103.4632963,94.76190866,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2007,2288.600285,101.7088192,91.41287484,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2008,2319.756577,92.80327469,93.88825015,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2009,2194.527843,97.21176762,90.15847037,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2010,3166.230941,111.7844938,118.1075668,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2011,3136.689965,119.2245913,123.1354819,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2012,1931.385296,83.28359725,86.28918179,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2013,2171.955591,80.47168376,85.00667594,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2014,2363.302452,97.73888156,90.39145835,113004A,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1959,1095.413036,NA,34.74529562,302214,streamflow_model_precip_only,constant_sd_objective_function
1960,1126.156413,NA,36.05982314,302214,streamflow_model_precip_only,constant_sd_objective_function
1961,877.7698557,NA,25.43929297,302214,streamflow_model_precip_only,constant_sd_objective_function
1962,1035.884521,NA,32.19997112,302214,streamflow_model_precip_only,constant_sd_objective_function
1963,914.7873728,NA,27.02209061,302214,streamflow_model_precip_only,constant_sd_objective_function
1964,1202.971182,NA,39.34427452,302214,streamflow_model_precip_only,constant_sd_objective_function
1965,854.1115072,NA,24.42770762,302214,streamflow_model_precip_only,constant_sd_objective_function
1966,868.366498,NA,25.03722353,302214,streamflow_model_precip_only,constant_sd_objective_function
1967,680.8281073,NA,17.01844363,302214,streamflow_model_precip_only,constant_sd_objective_function
1968,870.1254592,NA,25.11243332,302214,streamflow_model_precip_only,constant_sd_objective_function
1969,1122.323017,NA,35.89591449,302214,streamflow_model_precip_only,constant_sd_objective_function
1970,1407.928004,NA,48.10783294,302214,streamflow_model_precip_only,constant_sd_objective_function
1971,1302.52505,NA,43.60100591,302214,streamflow_model_precip_only,constant_sd_objective_function
1972,647.0344196,NA,15.57349072,302214,streamflow_model_precip_only,constant_sd_objective_function
1973,988.6653781,NA,30.18097164,302214,streamflow_model_precip_only,constant_sd_objective_function
1974,1316.921896,NA,44.21658729,302214,streamflow_model_precip_only,constant_sd_objective_function
1975,1231.122608,NA,40.54797519,302214,streamflow_model_precip_only,constant_sd_objective_function
1976,1095.813444,NA,34.7624163,302214,streamflow_model_precip_only,constant_sd_objective_function
1977,964.029432,NA,29.1275861,302214,streamflow_model_precip_only,constant_sd_objective_function
1978,1166.76772,NA,37.7962843,302214,streamflow_model_precip_only,constant_sd_objective_function
1979,866.976375,NA,24.97778456,302214,streamflow_model_precip_only,constant_sd_objective_function
1980,887.7227094,26.7255288,25.8648578,302214,streamflow_model_precip_only,constant_sd_objective_function
1981,938.3057038,32.12931347,28.02768909,302214,streamflow_model_precip_only,constant_sd_objective_function
1982,688.7739297,18.61414139,17.35819167,302214,streamflow_model_precip_only,constant_sd_objective_function
1983,912.2100798,34.69121162,26.91189054,302214,streamflow_model_precip_only,constant_sd_objective_function
1984,1067.015989,34.26432771,33.53109265,302214,streamflow_model_precip_only,constant_sd_objective_function
1985,1075.357128,36.11828444,33.88774368,302214,streamflow_model_precip_only,constant_sd_objective_function
1986,989.530753,39.02937325,30.2179734,302214,streamflow_model_precip_only,constant_sd_objective_function
1987,776.1518339,23.87985263,21.09430234,302214,streamflow_model_precip_only,constant_sd_objective_function
1988,1034.552751,37.03423234,32.14302721,302214,streamflow_model_precip_only,constant_sd_objective_function
1989,1157.160285,38.40046537,37.38548892,302214,streamflow_model_precip_only,constant_sd_objective_function
1990,796.3927977,19.06472956,21.95976692,302214,streamflow_model_precip_only,constant_sd_objective_function
1991,1028.201965,30.14448949,31.87147985,302214,streamflow_model_precip_only,constant_sd_objective_function
1992,1142.78696,42.20628339,36.77091323,302214,streamflow_model_precip_only,constant_sd_objective_function
1993,1078.832229,37.49202661,34.03633229,302214,streamflow_model_precip_only,constant_sd_objective_function
1994,638.2629272,19.53168617,15.19843862,302214,streamflow_model_precip_only,constant_sd_objective_function
1995,916.6113372,26.36474743,27.10007981,302214,streamflow_model_precip_only,constant_sd_objective_function
1996,1074.055306,NA,33.83208027,302214,streamflow_model_precip_only,constant_sd_objective_function
1997,677.393671,NA,16.87159376,302214,streamflow_model_precip_only,constant_sd_objective_function
1998,880.6058117,NA,25.56055298,302214,streamflow_model_precip_only,constant_sd_objective_function
1999,833.8379618,NA,23.56084991,302214,streamflow_model_precip_only,constant_sd_objective_function
2000,988.6250216,NA,30.17924607,302214,streamflow_model_precip_only,constant_sd_objective_function
2001,1036.560697,NA,32.2288831,302214,streamflow_model_precip_only,constant_sd_objective_function
2002,728.6963376,13.93114137,19.06519684,302214,streamflow_model_precip_only,constant_sd_objective_function
2003,1014.644217,25.85387896,31.29177667,302214,streamflow_model_precip_only,constant_sd_objective_function
2004,965.4504034,37.17274348,29.18834409,302214,streamflow_model_precip_only,constant_sd_objective_function
2005,1008.929553,26.95827393,31.04742869,302214,streamflow_model_precip_only,constant_sd_objective_function
2006,546.0464426,NA,11.255439580000001,302214,streamflow_model_precip_only,constant_sd_objective_function
2007,904.1151737,21.66039015,26.56576796,302214,streamflow_model_precip_only,constant_sd_objective_function
2008,939.3803454,18.96488554,28.07363869,302214,streamflow_model_precip_only,constant_sd_objective_function
2009,1139.123537,33.44240275,36.61427234,302214,streamflow_model_precip_only,constant_sd_objective_function
2010,1003.982084,22.04707954,30.83588444,302214,streamflow_model_precip_only,constant_sd_objective_function
2011,1524.971906,51.95755206,53.11240448,302214,streamflow_model_precip_only,constant_sd_objective_function
2012,879.1166204,25.37777843,25.49687804,302214,streamflow_model_precip_only,constant_sd_objective_function
2013,1121.868439,31.59313498,35.87647765,302214,streamflow_model_precip_only,constant_sd_objective_function
2014,739.0220109,15.39948569,19.50670272,302214,streamflow_model_precip_only,constant_sd_objective_function
1959,1095.413036,NA,43.26822839,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1960,1126.156413,NA,44.54005516,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1961,877.7698557,NA,32.92327335,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1962,1035.884521,NA,40.11074271,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1963,914.7873728,NA,34.4172021,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1964,1202.971182,NA,47.65496183,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1965,854.1115072,NA,31.43763524,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1966,868.366498,NA,31.88112238,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1967,680.8281073,NA,23.06803511,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1968,870.1254592,NA,31.68921415,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1969,1122.323017,NA,43.10820573,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1970,1407.928004,NA,56.15662975,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1971,1302.52505,NA,51.1733162,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1972,647.0344196,NA,20.64465496,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1973,988.6653781,NA,36.09783684,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1974,1316.921896,NA,51.21011805,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1975,1231.122608,NA,47.08546457,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1976,1095.813444,NA,40.67546723,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1977,964.029432,NA,34.28059719,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1978,1166.76772,NA,43.41007961,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1979,866.976375,NA,29.29984072,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1980,887.7227094,26.7255288,29.94782576,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1981,938.3057038,32.12931347,32.06808433,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1982,688.7739297,18.61414139,20.29579005,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1983,912.2100798,34.69121162,30.36712331,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1984,1067.015989,34.26432771,37.25337289,302214,streamflow_model_separate_CO2,constant_sd_objective_function
1985,1075.357128,36.11828444,37.39869847,302214,streamflow_model_separate_CO2,constant_sd_objective_function
