year,precipitation,observed_boxcox_streamflow,modelled_boxcox_streamflow,gauge,streamflow_model,objective_function
2005,1032.164557,4.116383036,4.309647991,614044,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2006,632.5521257,1.14535617,-0.189124218,614044,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2007,1002.228019,4.032165494,3.571673408,614044,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2008,923.6170218,2.892506861,3.195118584,614044,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2009,921.5092346,5.083989328,3.744435645,614044,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2010,481.6911284,0,-1.602327073,614044,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2011,1050.42695,0,2.035012179,614044,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2012,885.2687657,1.184802019,1.36858532,614044,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2013,968.2035757,3.098720027,3.121630403,614044,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2014,870.8329894,2.508672659,2.738563181,614044,streamflow_model_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1959,757.0348086,NA,4.27042565,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1960,1082.312655,NA,15.92378094,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1961,767.5455718,NA,6.606901951,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1962,850.8012664,NA,8.23514618,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1963,1040.827847,NA,13.65413355,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1964,1028.765191,NA,13.88088939,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1965,781.9367059,NA,8.395136512,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1966,921.9297468,NA,8.497863491,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1967,464.7550616,NA,-0.107006113,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1968,935.9487342,NA,11.74541526,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1969,735.1670883,6.960812043,5.365484328,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1970,1214.329747,15.11128433,15.99879384,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1971,1085.187977,14.86312139,12.42029567,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1972,673.7525319,5.632563716,2.471970786,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1973,1177.190504,14.42863891,15.17759214,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1974,1127.329113,17.69023371,16.88327503,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1975,982.5069631,14.58526422,11.18218058,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1976,865.8822798,13.55325305,7.82637959,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1977,823.1012667,10.16740808,9.182097868,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1978,1128.191774,15.35387523,15.7205326,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1979,723.7398752,9.346930818,5.266167682,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1980,778.141772,4.757174917,6.693799348,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1981,956.1683556,11.21684588,12.05660852,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1982,531.3474693,0,-2.195407394,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1983,1043.098099,14.60518986,13.74306118,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1984,814.217088,13.53782094,7.485842818,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1985,1073.001899,16.52777302,13.12631329,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1986,787.4265823,10.81541696,6.984071763,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1987,996.33861,14.00480983,11.62815269,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1988,878.5924089,9.812037599,8.976104585,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1989,1020.756961,13.30982953,13.71994178,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1990,976.2613901,13.64894997,11.30772826,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1991,849.3588696,6.585944955,9.409842611,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1992,1104.965847,12.02557497,14.75968238,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1993,1093.697457,13.9172646,14.37252686,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1994,604.3715165,3.113904266,0.564924073,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1995,1059.248717,13.10183171,12.68735237,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1996,985.0595276,12.43556195,11.96036783,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1997,609.9310167,2.636407558,2.579863219,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1998,768.9310143,3.44918651,5.440079748,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1999,827.7708853,1.266265944,6.265220085,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
2000,1013.717737,10.69192918,12.13425963,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
2001,782.9240232,3.792007478,5.923279187,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
2002,604.4993598,NA,-7.633928434,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
2003,823.2664661,2.659363674,-1.937815771,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
2004,800.5626386,1.82444243,-2.627241844,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
2005,795.8405098,4.263065045,-4.182428984,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
2006,552.4183446,0,-7.315771919,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
2007,779.9892477,0,-2.995427959,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
2008,652.7512631,0,-7.058393575,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
2009,696.2063217,0,-4.764400684,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
2010,1172.231635,9.886146049,14.40530964,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
2011,1060.036028,10.79683526,11.19467392,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
2012,934.9860778,8.699942953,11.24129693,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
2013,916.5044037,4.780910002,9.83630151,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
2014,691.955034,0,4.541611314,230210,streamflow_model_drought_precip_seasonal_ratio,constant_sd_objective_function
1959,757.0348086,NA,9.009707382,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1960,1082.312655,NA,17.89890987,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1961,767.5455718,NA,10.814747,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1962,850.8012664,NA,11.29324431,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1963,1040.827847,NA,16.39344632,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1964,1028.765191,NA,17.24758005,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1965,781.9367059,NA,11.70083306,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1966,921.9297468,NA,12.07822431,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1967,464.7550616,NA,2.501861921,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1968,935.9487342,NA,12.37788743,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1969,735.1670883,6.960812043,8.251088054,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1970,1214.329747,15.11128433,18.43013799,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1971,1085.187977,14.86312139,16.780787,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1972,673.7525319,5.632563716,6.492824946,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1973,1177.190504,14.42863891,16.9576383,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1974,1127.329113,17.69023371,19.24814863,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1975,982.5069631,14.58526422,14.79913091,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1976,865.8822798,13.55325305,10.82824281,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1977,823.1012667,10.16740808,10.35964616,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1978,1128.191774,15.35387523,17.0116492,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1979,723.7398752,9.346930818,7.924482645,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1980,778.141772,4.757174917,7.561271682,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1981,956.1683556,11.21684588,12.29756088,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1982,531.3474693,0,0.456804326,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1983,1043.098099,14.60518986,12.66786246,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1984,814.217088,13.53782094,8.729711392,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1985,1073.001899,16.52777302,13.79703028,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1986,787.4265823,10.81541696,8.150883213,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1987,996.33861,14.00480983,11.82377778,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1988,878.5924089,9.812037599,9.555695015,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1989,1020.756961,13.30982953,13.22876074,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1990,976.2613901,13.64894997,11.9182395,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1991,849.3588696,6.585944955,9.218928599,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1992,1104.965847,12.02557497,14.35157434,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1993,1093.697457,13.9172646,14.85691907,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1994,604.3715165,3.113904266,1.865102862,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1995,1059.248717,13.10183171,11.05023881,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1996,985.0595276,12.43556195,11.35260304,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1997,609.9310167,2.636407558,2.098702733,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1998,768.9310143,3.44918651,3.502039928,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1999,827.7708853,1.266265944,4.680618902,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2000,1013.717737,10.69192918,10.07618399,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2001,782.9240232,3.792007478,4.964001447,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2002,604.4993598,NA,-4.135403296,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2003,823.2664661,2.659363674,-0.417867715,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2004,800.5626386,1.82444243,-0.533145755,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2005,795.8405098,4.263065045,-1.690101332,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2006,552.4183446,0,-6.311372075,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2007,779.9892477,0,-2.481541868,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2008,652.7512631,0,-5.597068527,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2009,696.2063217,0,-4.51016967,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2010,1172.231635,9.886146049,9.765279744,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2011,1060.036028,10.79683526,9.127670029,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2012,934.9860778,8.699942953,7.626281865,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2013,916.5044037,4.780910002,6.146706716,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
2014,691.955034,0,0.395213073,230210,streamflow_model_drought_separate_CO2_seasonal_ratio_auto,constant_sd_objective_function
1959,505.7382987,NA,3.033598468,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1960,822.0527767,NA,11.15693543,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1961,515.8458182,NA,5.143554272,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1962,576.5617009,NA,5.69766421,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1963,623.1677431,NA,6.464924822,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1964,785.1284607,NA,10.41599929,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1965,508.2537601,NA,6.177404135,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1966,588.9667602,NA,4.877860151,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1967,270.782643,NA,1.178158933,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1968,655.7494035,NA,7.43740536,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1969,517.2665506,NA,4.952421822,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1970,592.7479971,NA,5.192292039,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1971,651.5072382,NA,6.526216512,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1972,542.52804,NA,4.268556325,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1973,939.3863671,NA,11.06295461,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1974,713.9818704,10.25970773,9.669637078,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1975,646.1378076,9.95805186,6.82666058,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1976,433.729305,2.401649495,2.087877129,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1977,445.6323973,4.82948287,3.18627162,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1978,669.2704864,6.837381543,7.198923792,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1979,594.556992,7.592569151,6.822365623,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1980,550.3097692,6.081271571,6.212153081,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1981,664.3503163,9.373315208,8.808088856,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1982,290.906114,2.036107327,-0.222233245,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1983,721.8392132,9.527141698,8.69211144,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1984,558.7269149,5.473184567,5.071625272,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1985,515.7222061,3.846748574,4.098184007,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1986,612.0591013,6.563605199,6.450765864,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1987,589.201968,6.063431639,5.613634505,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1988,642.9832041,8.837157676,7.743073495,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1989,648.8642302,9.064003012,9.000222854,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1990,480.6304195,4.557268659,4.625029669,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1991,594.1648375,6.266766336,6.852991115,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1992,757.8385293,8.132201951,8.94097982,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1993,759.825013,8.219085951,8.702910417,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1994,383.6162298,2.679402203,2.418908547,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1995,589.3528358,6.72329055,6.477639509,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1996,673.052292,8.238219554,8.638763622,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1997,462.35100190000003,3.19831119,4.821126166,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1998,572.8270604,3.890938264,4.843302626,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
1999,664.9381321,5.644839713,5.944504094,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
2000,579.0712524,4.877607646,6.306055554,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
2001,483.2463916,0.686494796,3.24107494,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
2002,375.9534711,0.454399044,-1.403536007,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
2003,483.5574785,2.867388603,0.860474698,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
2004,483.3847566,0.99687425,1.087156492,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
2005,519.6258068,2.318798772,1.024022602,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
2006,303.2545222,0,-1.363004216,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
2007,544.6783712,2.216807416,1.013134794,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
2008,404.5810365,0,-1.277361015,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
2009,507.4096325,0.493709743,1.519903399,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
2010,857.4045478,8.439244076,9.596427408,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
2011,714.3550222,NA,6.101552575,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
2012,486.4969209,NA,4.078806633,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
2013,467.8867947,0,4.02237382,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
2014,380.3857339,NA,2.939689006,407220,streamflow_model_drought_precip_seasonal_ratio_auto,constant_sd_objective_function
